price,name,location,zip_code,beds,baths,size,units,phone,image_url,property_url,latitude,longitude,description,amenity,data_source
950,This is the One You have Been 👀👀Looking For!!! - apts/housing for rent - apartment rent - craigslist,"200 Elliot Road, Monroeville, PA 15146",15146.0,2,1.0,0.0,,,https://images.craigslist.org/01717_ceSV1JGru8i_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-the-one-you-have/7791643934.html,40.429,-79.7623,,"monthly, laundry on site, attached garage",craigslist
950,Amazing Apartments Available at Chateau - apts/housing for rent - apartment rent - craigslist,"200 Elliot Road, Monroeville, PA 15146",15146.0,2,1.0,0.0,,,https://images.craigslist.org/00J0J_lpKvvoDxeNC_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-amazing-apartments/7791643850.html,40.429,-79.7623,,"monthly, laundry on site, attached garage",craigslist
950,Ready For Immediate MOVE IN🚗📞😊 - apts/housing for rent - apartment rent - craigslist,"200 Elliot Road, Monroeville, PA 15146",15146.0,2,1.0,0.0,,,https://images.craigslist.org/00I0I_iQxlEPrnPOL_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-ready-for-immediate-move-in/7791643773.html,40.429,-79.7623,,"monthly, laundry on site, attached garage",craigslist
1099,NO STEPS...Walk into your new home... - apts/housing for rent - apartment rent - craigslist,"285 Moon Clinton Rd, Coraopolis, PA 15108",15108.0,2,1.0,0.0,,,https://images.craigslist.org/01515_cWwfCgfrC77_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-no-stepswalk-into-your-new/7791643608.html,40.512823,-80.231443,,"monthly, laundry in bldg, off-street parking",craigslist
1049,Beautiful Hardwood Floor and Much More...Call NOPW! - apts/housing for rent - apartment rent - craigslist,"359 Moon Clinton Rd, Coraopolis, PA 15108",15108.0,2,1.0,0.0,,,https://images.craigslist.org/00r0r_llPMFo0RWxY_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-beautiful-hardwood-floor-and/7791643501.html,40.510382,-80.235218,,"monthly, laundry in bldg, off-street parking",craigslist
1049,Call☎️ For a Tour - apts/housing for rent - apartment rent - craigslist,"359 Moon Clinton Rd, Coraopolis, PA 15108",15108.0,2,1.0,0.0,,,https://images.craigslist.org/00r0r_1igP3zH5CWZ_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-call-for-tour/7791643067.html,40.510382,-80.235218,,"monthly, laundry in bldg, off-street parking",craigslist
1049,Get in on this before it is Gone...Gone...Gone!! - apts/housing for rent - apartment rent - craigslist,"359 Moon Clinton Rd, Coraopolis, PA 15108",15108.0,2,1.0,0.0,,,https://images.craigslist.org/00v0v_6vZGsPpw4Av_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-in-on-this-before-it-is/7791642789.html,40.510382,-80.235218,,"monthly, laundry in bldg, off-street parking",craigslist
1049,Security Deposit cut✂️ in Half....Call NOW - apts/housing for rent - apartment rent - craigslist,"359 Moon Clinton Rd, Coraopolis, PA 15108",15108.0,2,1.0,0.0,,,https://images.craigslist.org/00r0r_llPMFo0RWxY_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-security-deposit-cut-in/7791642456.html,40.510382,-80.235218,,"monthly, laundry in bldg, off-street parking",craigslist
1625,3 bed 1 bath brick duplex in heart of N PGH community behind Ross park - apts/housing for rent - apartment rent -...,"Hazlett, Pittsburgh, PA 15237",15237.0,3,1.0,1200.0,,,https://images.craigslist.org/00W0W_eNjRPJuZ5cR_0gw0co_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed-bath-brick-duplex-in/7791639406.html,40.548,-80.05,,"monthly, w/d hookups, attached garage",craigslist
949,Open Floor Plan.....Many Building Updates...Call📞😍 - apts/housing for rent - apartment rent - craigslist,"120 Foxwood Rd, Moon Twp, PA 15108",15108.0,1,1.0,0.0,,,https://images.craigslist.org/00E0E_g7RC8nIqAYG_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-open-floor-planmany-building/7791641335.html,40.514842,-80.233156,,"monthly, laundry in bldg, off-street parking",craigslist
1390,SPACIOUS LIVING!!! - apts/housing for rent - apartment rent - craigslist,"128 N Craig St, Oakland, PA 15213",15213.0,1,1.0,1090.0,,,https://images.craigslist.org/01616_6W46w2zeLsl_0hv0bG_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-living/7785129345.html,40.444,-79.9552,,"monthly, laundry in bldg, attached garage",craigslist
799,Just What you have been looking For!!!!😍😍😍 - apts/housing for rent - apartment rent - craigslist,"199 Rosemont Drive, Coraopolis, PA 15108",15108.0,1,1.0,0.0,,,https://images.craigslist.org/00J0J_2iUz6o6v0v4_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-just-what-you-have-been/7791641249.html,40.509153,-80.227224,,"monthly, laundry in bldg, off-street parking",craigslist
799,This Fall Special is the One!!! - apts/housing for rent - apartment rent - craigslist,"199 Rosemont Drive, Coraopolis, PA 15108",15108.0,1,1.0,0.0,,,https://images.craigslist.org/00j0j_2EZIHyYrBTG_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-fall-special-is-the-one/7791641103.html,40.509153,-80.227224,,"monthly, laundry in bldg, off-street parking",craigslist
1025,"Wonderful, Warm, and Well-situated Wellington Square Apartments - apts/housing for rent - apartment rent - craigslist","3910 William Penn HWY, Penn Hills, PA 15235",15235.0,2,2.0,0.0,,,https://images.craigslist.org/00f0f_guCOdakNsXW_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-wonderful-warm-and-well/7791640959.html,40.437276,-79.778511,,"monthly, laundry in bldg, off-street parking",craigslist
1908,"Rooftop Ice Rink, Bike Storage, Music Room - apts/housing for rent - apartment rent - craigslist","434 Fifth Ave, Pittsburgh, PA 15219",15219.0,1,1.0,715.0,,,https://images.craigslist.org/00K0K_iwenyPufoyJ_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-rooftop-ice-rink-bike/7791640858.html,40.439484,-79.998334,,"monthly, laundry in bldg, attached garage",craigslist
1025,We are Just a Phone Call Away for your new HOME - apts/housing for rent - apartment rent - craigslist,"3910 William Penn HWY, Penn Hills, PA 15235",15235.0,2,2.0,0.0,,,https://images.craigslist.org/01717_3aqioCMLp9q_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-we-are-just-phone-call-away/7791640819.html,40.437276,-79.778511,,"monthly, laundry in bldg, off-street parking",craigslist
1099,This is it!!! The One YOU are 😍Looking For!!📞🚚👀 - apts/housing for rent - apartment rent - craigslist,"3910 William Penn HWY, Penn Hills, PA 15235",15235.0,2,2.0,0.0,,,https://images.craigslist.org/00808_jGcx66xAsPk_0lM0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-it-the-one-you-are/7791640739.html,40.437276,-79.778511,,"monthly, laundry in bldg, off-street parking",craigslist
1099,Just What You are👀👀 Looking For!!!! - apts/housing for rent - apartment rent - craigslist,"3910 William Penn HWY, Penn Hills, PA 15235",15235.0,2,2.0,0.0,,,https://images.craigslist.org/00F0F_kkz1T0Tggdx_0wg0oc_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-just-what-you-are-looking/7791640497.html,40.437276,-79.778511,,"monthly, laundry in bldg, off-street parking",craigslist
1365,"Pet Friendly, Dog Park, Swimming Pool, 1 Bed 1 Bath in Moon - apts/housing for rent - apartment rent - craigslist","916 Beaver Grade Road, Moon Township, PA 15108",15108.0,1,1.0,750.0,,,https://images.craigslist.org/00505_jnX2Ma5K5eS_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-pet-friendly-dog-park/7790827135.html,40.5,-80.1996,,"monthly, w/d in unit, carport",craigslist
835,Great Price on a Great Place!!! - apts/housing for rent - apartment rent - craigslist,"284 Moon Clinton Road, Moon Twp, PA 15108",15108.0,1,1.0,650.0,,,https://images.craigslist.org/00J0J_xkvsNBCaYl_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-great-price-on-great-place/7791637522.html,40.5,-80.1996,,"monthly, laundry in bldg, off-street parking",craigslist
835,Get a Saturday Tour....Call - apts/housing for rent - apartment rent - craigslist,"284 Moon Clinton Road, Moon Twp, PA 15108",15108.0,1,1.0,650.0,,,https://images.craigslist.org/01717_6iqgGPQmgVI_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-saturday-tourcall/7791637290.html,40.5,-80.1996,,"monthly, laundry in bldg, off-street parking",craigslist
1760,Fabulous Lawrenceville 2 BR! Washer & Dryer In Unit and MORE! - apts/housing for rent - apartment rent - craigslist,"263 37th Street, Pittsburgh, PA 15201",15201.0,2,1.0,950.0,,,https://images.craigslist.org/00y0y_bVuAQVisbBf_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fabulous-lawrenceville-br/7791637165.html,40.464808,-79.962754,,"monthly, w/d in unit, street parking",craigslist
749,very Spacious and plenty of 😎Natural Light - apts/housing for rent - apartment rent - craigslist,"285 Moon Clinton Rd, Moon Twp, PA 15108",15108.0,1,1.0,0.0,,,https://images.craigslist.org/00q0q_fxarZiDiQyF_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-very-spacious-and-plenty-of/7791636882.html,40.512823,-80.231443,,"monthly, laundry in bldg, off-street parking",craigslist
749,This Place is like no other👀😊 - apts/housing for rent - apartment rent - craigslist,"285 Moon Clinton Rd, Moon Twp, PA 15108",15108.0,1,1.0,0.0,,,https://images.craigslist.org/00q0q_gaDYibg2tWT_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-place-is-like-no-other/7791636582.html,40.512823,-80.231443,,"monthly, laundry in bldg, off-street parking",craigslist
940,"Great Price💰, Even Better Apartment!😍 - apts/housing for rent - apartment rent - craigslist","501 Mifflin Ave, Pittsburgh, PA 15221",15221.0,1,1.0,0.0,,,https://images.craigslist.org/00t0t_hA2WVAuTtmM_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-price-even-better/7791636245.html,40.441268,-79.893172,,"monthly, laundry in bldg, off-street parking",craigslist
940,✔️✔️✔️CHECK OUT THIS AMAZING PLACE!!!!! - apts/housing for rent - apartment rent - craigslist,"501 Mifflin Ave, Pittsburgh, PA 15221",15221.0,1,1.0,0.0,,,https://images.craigslist.org/01313_cXDD8zv36py_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-amazing-place/7791635986.html,40.441268,-79.893172,,"monthly, laundry in bldg, off-street parking",craigslist
949,A Private balcony🍂😍 and SOOOOO much More!!! - apts/housing for rent - apartment rent - craigslist,"530 Kelly Ave, Pittsburgh, PA 15221",15221.0,1,1.0,0.0,,,https://images.craigslist.org/00E0E_kuoS9Y64SSv_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-balcony-and-sooooo/7791635806.html,40.440808,-79.890052,,"monthly, laundry in bldg, off-street parking",craigslist
1372,"Central A/C, Community Room, 3/BD - apts/housing for rent - apartment rent - craigslist","117 Huntingdon Village Dr, Hunker, PA 15639",15639.0,3,2.0,1246.0,,,https://images.craigslist.org/00202_by4axOU5gN4_09i06I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/hunker-central-c-community-room-bd/7791635731.html,40.189994,-79.599803,,"monthly, laundry on site, off-street parking",craigslist
1800,Victorian House - apts/housing for rent - apartment rent - craigslist,"53 Wilson Avenue, Uniontown, PA 15401",15401.0,3,3.0,0.0,,,https://images.craigslist.org/00B0B_5Rio4l8mvl1_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/uniontown-victorian-house/7791611927.html,39.897408,-79.719374,,"monthly, w/d in unit, off-street parking",craigslist
1760,So Updated and Modern...Call📞 For a Tour - apts/housing for rent - apartment rent - craigslist,"263 37th Street, Pittsburgh, PA 15201",15201.0,2,1.0,0.0,,,https://images.craigslist.org/00L0L_ibWJWJ1pVZL_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-so-updated-and-moderncall/7791633877.html,40.464808,-79.962754,,"monthly, w/d in unit, street parking",craigslist
1159,Heat 🔥is Included...One less Bill To PAY - apts/housing for rent - apartment rent - craigslist,"267 South Winebiddle Street, Pittsburgh, PA 15224",15224.0,1,1.0,0.0,,,https://images.craigslist.org/01414_4krxN1PG2rY_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-is-includedone-less/7791633512.html,40.463086,-79.943208,,"monthly, laundry in bldg, off-street parking",craigslist
949,Live at KELLY STREET APARTMENTS - apts/housing for rent - apartment rent - craigslist,"530 Kelly Ave, Pittsburgh, PA 15221",15221.0,1,1.0,0.0,,,https://images.craigslist.org/00404_iSkXCxtLkaO_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-live-at-kelly-street/7791633049.html,40.440808,-79.890052,,"monthly, laundry in bldg, off-street parking",craigslist
1000,Easy to Find....AND Many Updates - apts/housing for rent - apartment rent - craigslist,"1036 S Braddock AVE, Pittsburgh, PA 15218",15218.0,1,1.0,0.0,,,https://images.craigslist.org/00h0h_iVUOK9A9xf0_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-to-findand-many-updates/7791632478.html,40.4237,-79.89,,"monthly, laundry in bldg, off-street parking",craigslist
505,"Incredible Amenities, Laundry On Site, Linen Closets - apts/housing for rent - apartment rent - craigslist","255 East Ohio Street, Pittsburgh, PA 15212",15212.0,0,1.0,426.0,,,https://images.craigslist.org/00707_cE8ZxjMHSC8_0ac07F_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-incredible-amenities-laundry/7791623703.html,40.452119,-80.003016,,"monthly, laundry on site, off-street parking",craigslist
1000,Sooo Close to Frick Park....enjoy the WALK - apts/housing for rent - apartment rent - craigslist,"1036 S Braddock AVE, Pittsburgh, PA 15218",15218.0,1,1.0,0.0,,,https://images.craigslist.org/00707_l4MdFbur1Jv_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-sooo-close-to-frick/7791632161.html,40.4237,-79.89,,"monthly, laundry in bldg, off-street parking",craigslist
1350,Amazing Duplex with a Private Porch and a Back Yard - apts/housing for rent - apartment rent - craigslist,"306 Barnes Ave, Pittsburgh, PA 15221",15221.0,3,1.0,0.0,,,https://images.craigslist.org/00o0o_43jVjnl2kgo_06c04E_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amazing-duplex-with-private/7791632067.html,40.435996,-79.888518,,"monthly, w/d in unit, street parking",craigslist
1350,Love Hardwood Floors??? Laundry in Duplex and a Private Porch - apts/housing for rent - apartment rent - craigslist,"306 Barnes Ave, Pittsburgh, PA 15221",15221.0,3,1.0,0.0,,,https://images.craigslist.org/00I0I_3E2CqY1Gha6_06c04E_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-love-hardwood-floors-laundry/7791631959.html,40.435996,-79.888518,,"monthly, laundry on site, street parking",craigslist
1249,Check Out This Awesome Place😍😍😍 - apts/housing for rent - apartment rent - craigslist,"267 South Winebiddle Street, Pittsburgh, PA 15224",15224.0,2,1.0,0.0,,,https://images.craigslist.org/00U0U_e8Ag8VqmEwm_0lh0cW_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-awesome-place/7791631390.html,40.463086,-79.943208,,"monthly, laundry in bldg, off-street parking",craigslist
1249,We are open Monday through Saturday! - apts/housing for rent - apartment rent - craigslist,"273 South Winebiddle Street, Pittsburgh, PA 15224",15224.0,2,1.0,0.0,,,https://images.craigslist.org/00404_5OuDt8CohzV_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-are-open-monday-through/7791631295.html,40.462952,-79.94322,,"monthly, laundry in bldg, off-street parking",craigslist
989,Looking for a Studio ????? - apts/housing for rent - apartment rent - craigslist,"273 South Winebiddle Street, Pittsburgh, PA 15224",15224.0,0,1.0,0.0,,,https://images.craigslist.org/00r0r_1n2lgBuvK6T_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-looking-for-studio/7791631197.html,40.462952,-79.94322,,"monthly, laundry in bldg, off-street parking",craigslist
1249,One Less Winter Bill to Pay.....🔥🔥🔥Heat Included - apts/housing for rent - apartment rent - craigslist,"267 South Winebiddle Street, Pittsburgh, PA 15224",15224.0,2,1.0,0.0,,,https://images.craigslist.org/00303_9mR5zg3kSof_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-one-less-winter-bill-to/7791631067.html,40.463086,-79.943208,,"monthly, laundry in bldg, off-street parking",craigslist
1159,This apartment is puuurfect for you!🐈😻🐈‍⬛ - apts/housing for rent - apartment rent - craigslist,"267 South Winebiddle Street, Pittsburgh, PA 15224",15224.0,1,1.0,0.0,,,https://images.craigslist.org/00E0E_cFjYOC08iH6_0zy0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-apartment-is-puuurfect/7791630976.html,40.463086,-79.943208,,"monthly, laundry in bldg, off-street parking",craigslist
1500,"1BD 1BA, Pet Friendly, Pittsburgh PA - apts/housing for rent - apartment rent - craigslist","625 Stanwix Street, Pittsburgh, PA 15222",15222.0,1,1.0,580.0,,,https://images.craigslist.org/00r0r_b4d5vDqNogm_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1bd-1ba-pet-friendly/7790410018.html,40.4477,-79.9933,,"monthly, w/d in unit, attached garage",craigslist
1259,"Pets Allowed, Package Receiving, Off Street Parking - apts/housing for rent - apartment rent - craigslist","401 Abbeyville Rd, Pittsburgh, PA 15228",15228.0,1,1.0,780.0,,,https://images.craigslist.org/00k0k_bslu9KupBBx_0d408I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pets-allowed-package/7788528567.html,40.350699,-80.048058,,"monthly, no laundry on site, off-street parking",craigslist
989,✨UNIQUE Callowhill Apartments - apts/housing for rent - apartment rent - craigslist,"5816 Callowhill Street, Pittsburgh, PA 15206",15206.0,0,1.0,0.0,,,https://images.craigslist.org/00u0u_8gRe424polY_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-unique-callowhill-apartments/7791629141.html,40.477603,-79.91991,,"monthly, no laundry on site, street parking",craigslist
1349,2nd Month Free....Call Before this Special is OVER!!!!! - apts/housing for rent - apartment rent - craigslist,"5700 Bryant Street, Pittsburgh, PA 15206",15206.0,1,1.0,0.0,,,https://images.craigslist.org/01414_jQtsGQvmucb_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2nd-month-freecall-before/7791628780.html,40.476468,-79.921973,,"monthly, laundry in bldg, off-street parking",craigslist
780,We have an AFFORDABLE💲APARTMENT 🔑 for YOU 🤩 - apts/housing for rent - apartment rent - craigslist,"1635 Ardmore Blvd, Forest Hills, PA 15221",15221.0,1,1.0,0.0,,,https://images.craigslist.org/00Q0Q_idaLw3ahPLM_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-have-an/7791628504.html,40.428797,-79.863198,,"monthly, laundry in bldg, off-street parking",craigslist
780,Wonderful Location....Wonderful Place - apts/housing for rent - apartment rent - craigslist,"1635 Ardmore Blvd, Forest Hills, PA 15221",15221.0,1,1.0,0.0,,,https://images.craigslist.org/00Q0Q_axnLcxvkQat_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wonderful-locationwonderful/7791627914.html,40.428797,-79.863198,,"monthly, laundry in bldg, off-street parking",craigslist
875,Fall In LOVE ❤️ With LAUREL GARDENS 🌳 Call TODAY! ☎️ - apts/housing for rent - apartment rent - craigslist,"1635 Ardmore Blvd, Forest Hills, PA 15221",15221.0,2,1.0,0.0,,,https://images.craigslist.org/00C0C_dCE549ZftPC_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-in-love-with-laurel/7791627731.html,40.428797,-79.863198,,"monthly, laundry in bldg, off-street parking",craigslist
