Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Link to Listing
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-private-parking-lots/7791649022.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-pet-friendly-pet-fees/7790155815.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-place-is-calling-for-you/7791648872.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/bridgeville-refrigerator-in-bridgeville/7791648835.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791648791.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-the-video-tour-in/7791648677.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-music-room-rooftop/7790489262.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-call-now-for-tour/7791646973.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-washer-dryer-hook-upsfull/7791646394.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-beautiful-townhousegreat/7791645721.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-is-the-one-call-for/7791645334.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-park-in-garagespacious/7791644135.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-come-see-this-amazing-place/7791644056.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-the-one-you-have/7791643934.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-amazing-apartments/7791643850.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-ready-for-immediate-move-in/7791643773.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-no-stepswalk-into-your-new/7791643608.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-beautiful-hardwood-floor-and/7791643501.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-call-for-tour/7791643067.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-in-on-this-before-it-is/7791642789.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-security-deposit-cut-in/7791642456.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed-bath-brick-duplex-in/7791639406.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-24-hour-fitness-center/7791641385.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-open-floor-planmany-building/7791641335.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-living/7785129345.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-just-what-you-have-been/7791641249.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-fall-special-is-the-one/7791641103.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-wonderful-warm-and-well/7791640959.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-rooftop-ice-rink-bike/7791640858.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-we-are-just-phone-call-away/7791640819.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-it-the-one-you-are/7791640739.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monroeville-just-what-you-are-looking/7791640497.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-pet-friendly-dog-park/7790827135.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7791615006.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-great-price-on-great-place/7791637522.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-saturday-tourcall/7791637290.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fabulous-lawrenceville-br/7791637165.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-very-spacious-and-plenty-of/7791636882.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-place-is-like-no-other/7791636582.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-price-even-better/7791636245.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-amazing-place/7791635986.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-balcony-and-sooooo/7791635806.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/hunker-central-c-community-room-bd/7791635731.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/uniontown-victorian-house/7791611927.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/braddock-bdrm-full-rehab/7791634466.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-so-updated-and-moderncall/7791633877.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-2br-on-alderson-st/7789999341.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-heat-is-includedone-less/7791633512.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-live-at-kelly-street/7791633049.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-to-findand-many-updates/7791632478.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-incredible-amenities-laundry/7791623703.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-sooo-close-to-frick/7791632161.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-amazing-duplex-with-private/7791632067.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-love-hardwood-floors-laundry/7791631959.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-awesome-place/7791631390.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-are-open-monday-through/7791631295.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-looking-for-studio/7791631197.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-one-less-winter-bill-to/7791631067.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-apartment-is-puuurfect/7791630976.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1bd-1ba-pet-friendly/7790410018.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pets-allowed-package/7788528567.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-unique-callowhill-apartments/7791629141.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2nd-month-freecall-before/7791628780.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-have-an/7791628504.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wonderful-locationwonderful/7791627914.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-in-love-with-laurel/7791627731.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-easy-commute-to-downtown/7791627624.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/north-versailles-just-30-minutes-to/7791627312.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bryant-lofts-fall-special2nd/7791627149.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2nd-month-freetaking/7791627040.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-month-free-rentcall-for-tour/7791626907.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-save-some-cash-for-the/7791626792.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-walking-distance-to/7791626611.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-one-bedroom/7786005786.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-lease-today-laundry-care/7791624038.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bike-share-onsite-zipcar/7788736583.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-perfect-location-walk-in/7791624162.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-stylish-features-near-parks/7791623917.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-located-in-pittsburgh-2bd/7788755091.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-leasing-now-linen-closets/7791623810.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-and-waiting-for/7791623682.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-shady-side-luxurious-2bed/7791623451.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-location-is-the-key/7791623383.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/duquesne-ideal-location-clothes-care/7791623297.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-specialcall-before-this/7791623170.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-calltourapplymove-into-your/7791622629.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/carnegie-laundry-suites-elevator/7791622583.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/north-versailles-see-yourself-living/7791621784.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/north-versailles-comfy-and-cozy-just/7791621683.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/north-versailles-what-deal-call-for/7791621280.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/east-mc-keesport-what-find-call-for/7791620914.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/east-mc-keesport-imagine-cooking-in/7791620680.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-open-concept-floorplans/7791620667.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-make-this-stunning-br-your/7791619934.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-make-this-apartment-your-new/7791619842.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-make-this-stunning-br-your/7791619760.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-great-locationeven-better/7791619637.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-available-for-november-move-in/7791619459.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-pick-up-the-phone-before-this-is/7791618978.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-today-is-the-day-call-to/7791618069.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-sooo-much-spaceplenty-of-closets/7791617872.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/east-mc-keesport-br-for-this-price-call/7791617565.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/wilmerding-what-deal-call-for-tour-today/7791617334.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/wilmerding-this-cute-and-cozy-apartment/7791617112.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/wilmerding-call-before-this-rare/7791616932.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/wilmerding-dont-let-this-1br-with-view/7791616819.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-awesome-br/7791616731.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-call-now-move-in-asap/7791616632.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-great-price-for-2-bedroomvery/7791616398.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-stunning-bedroom/7791616389.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-very-large-rooms-cat-friendly/7791616309.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-call-nowdont-miss-this-fall/7791616228.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-pick-up-the-phone-and-call-today/7791616157.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/monaca-save-some-cashsecurity-deposit/7791616056.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7789823453.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7789822880.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-2015-wendover-street-br/7787839625.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/hunker-community-room-on-site/7791615499.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/bedroom-available/7788138424.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/bedroom-available/7787839310.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-units-are-available/7785796555.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-beautiful-3br-2ba-house-in/7789998976.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-2br-in-squirrel-hill/7790001071.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-adorable-studio-wightman-st/7789999496.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7787557826.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/duquesne-contact-us-today-high-speed/7791610130.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/duquesne-move-in-now-laundry-on-site/7791609819.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-mt-oliver-home-bedrooms-2/7787035072.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/strabane-see-it-today-move-in-this/7791567774.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-mt-oliver-home-bedrooms-off/7784086825.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-close-to-major-transit-and/7791607687.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/indiana-just-minutes-from-campus/7791607566.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-three-bedroom-home/7786006098.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/new-kensington-new-kensigton-location/7791593455.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/carnegie-bd-clubhouse-balcony/7791601861.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bedroom-pano/7789817216.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-stylish-kitchens-recessed/7790445920.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/allison-park-work-space-art-studio/7784173881.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-your-new-place/7791600626.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-avail-br-gr8-loc-in-sqhill/7784114349.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-2-2br-sunroom-nr/7790197682.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-in-br-on-buslines-cmu/7788456204.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/pittsburgh-pets-allowed-24-hour/7791595667.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-want-it-make-it-yours/7791593926.html
blocked,House,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://pittsburgh.craigslist.org/apa/d/south-park-sophisticated-br-call-today/7791593808.html
